Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([56]), u'n_hidden_layers': array([7]), u'learning_rate': array([ 1.]), u'beta': array([ 0.1])}
('Epoch:', '0974', 'test cost=', '0.653661609')
('Epoch:', '0975', 'training cost=', '0.655829157')
('Epoch:', '0975', 'test cost=', '0.643740356')
('Epoch:', '0976', 'training cost=', '0.661369605')
('Epoch:', '0976', 'test cost=', '0.662523448')
('Epoch:', '0977', 'training cost=', '0.658645825')
('Epoch:', '0977', 'test cost=', '0.644476831')
('Epoch:', '0978', 'training cost=', '0.653889257')
('Epoch:', '0978', 'test cost=', '0.657662034')
('Epoch:', '0979', 'training cost=', '0.656467156')
('Epoch:', '0979', 'test cost=', '0.692194283')
('Epoch:', '0980', 'training cost=', '0.654229514')
('Epoch:', '0980', 'test cost=', '0.643262625')
('Epoch:', '0981', 'training cost=', '0.654448588')
('Epoch:', '0981', 'test cost=', '0.824838698')
('Epoch:', '0982', 'training cost=', '0.657008875')
('Epoch:', '0982', 'test cost=', '0.644718945')
('Epoch:', '0983', 'training cost=', '0.654762244')
('Epoch:', '0983', 'test cost=', '0.667821884')
('Epoch:', '0984', 'training cost=', '0.656480681')
('Epoch:', '0984', 'test cost=', '0.669513464')
('Epoch:', '0985', 'training cost=', '0.655187545')
('Epoch:', '0985', 'test cost=', '0.643212318')
('Epoch:', '0986', 'training cost=', '0.655489719')
('Epoch:', '0986', 'test cost=', '0.650706291')
('Epoch:', '0987', 'training cost=', '0.656011476')
('Epoch:', '0987', 'test cost=', '0.646828234')
('Epoch:', '0988', 'training cost=', '0.655584921')
('Epoch:', '0988', 'test cost=', '0.648535490')
('Epoch:', '0989', 'training cost=', '0.658073839')
('Epoch:', '0989', 'test cost=', '0.641751289')
('Epoch:', '0990', 'training cost=', '0.661063903')
('Epoch:', '0990', 'test cost=', '0.641098022')
('Epoch:', '0991', 'training cost=', '0.654764212')
('Epoch:', '0991', 'test cost=', '0.677624881')
('Epoch:', '0992', 'training cost=', '0.654605293')
('Epoch:', '0992', 'test cost=', '0.678656161')
('Epoch:', '0993', 'training cost=', '0.652925160')
('Epoch:', '0993', 'test cost=', '0.707297862')
('Epoch:', '0994', 'training cost=', '0.656982958')
('Epoch:', '0994', 'test cost=', '0.769273281')
('Epoch:', '0995', 'training cost=', '0.653641427')
('Epoch:', '0995', 'test cost=', '0.647711992')
('Epoch:', '0996', 'training cost=', '0.654470474')
('Epoch:', '0996', 'test cost=', '0.658685982')
('Epoch:', '0997', 'training cost=', '0.654558547')
('Epoch:', '0997', 'test cost=', '0.662583232')
('Epoch:', '0998', 'training cost=', '0.656215714')
('Epoch:', '0998', 'test cost=', '0.655452311')
('Epoch:', '0999', 'training cost=', '0.656377264')
('Epoch:', '0999', 'test cost=', '0.642030537')
('Epoch:', '1000', 'training cost=', '0.656093846')
('Epoch:', '1000', 'test cost=', '0.683731019')
('Epoch:', '1001', 'training cost=', '0.655616661')
('Epoch:', '1001', 'test cost=', '0.670952857')
('Epoch:', '1002', 'training cost=', '0.656670319')
('Epoch:', '1002', 'test cost=', '0.669488549')
('Epoch:', '1003', 'training cost=', '0.655592369')
('Epoch:', '1003', 'test cost=', '0.640911579')
('Epoch:', '1004', 'training cost=', '0.660068191')
('Epoch:', '1004', 'test cost=', '0.666023254')
('Epoch:', '1005', 'training cost=', '0.653767422')
('Epoch:', '1005', 'test cost=', '0.640896559')
('Epoch:', '1006', 'training cost=', '0.658377790')
('Epoch:', '1006', 'test cost=', '0.652063668')
('Epoch:', '1007', 'training cost=', '0.651349997')
('Epoch:', '1007', 'test cost=', '0.650351107')
('Epoch:', '1008', 'training cost=', '0.659297486')
('Epoch:', '1008', 'test cost=', '0.705494046')
('Epoch:', '1009', 'training cost=', '0.655664097')
('Epoch:', '1009', 'test cost=', '0.641997874')
('Epoch:', '1010', 'training cost=', '0.651970399')
('Epoch:', '1010', 'test cost=', '0.676443458')
('Epoch:', '1011', 'training cost=', '0.655386186')
('Epoch:', '1011', 'test cost=', '0.656447768')
('Epoch:', '1012', 'training cost=', '0.655954022')
('Epoch:', '1012', 'test cost=', '0.652397871')
('Epoch:', '1013', 'training cost=', '0.656517276')
('Epoch:', '1013', 'test cost=', '0.645196021')
('Epoch:', '1014', 'training cost=', '0.657102890')
('Epoch:', '1014', 'test cost=', '0.661610246')
('Epoch:', '1015', 'training cost=', '0.655146822')
('Epoch:', '1015', 'test cost=', '0.643448234')
('Epoch:', '1016', 'training cost=', '0.655995265')
('Epoch:', '1016', 'test cost=', '0.640900016')
('Epoch:', '1017', 'training cost=', '0.653105393')
('Epoch:', '1017', 'test cost=', '0.646023512')
('Epoch:', '1018', 'training cost=', '0.652749935')
('Epoch:', '1018', 'test cost=', '0.640913308')
('Epoch:', '1019', 'training cost=', '0.657328748')
('Epoch:', '1019', 'test cost=', '0.640923977')
('Epoch:', '1020', 'training cost=', '0.655316639')
('Epoch:', '1020', 'test cost=', '0.674805045')
('Epoch:', '1021', 'training cost=', '0.656029949')
('Epoch:', '1021', 'test cost=', '0.652090609')
('Epoch:', '1022', 'training cost=', '0.654602799')
('Epoch:', '1022', 'test cost=', '0.649176955')
('Epoch:', '1023', 'training cost=', '0.653422235')
('Epoch:', '1023', 'test cost=', '0.652474105')
('Epoch:', '1024', 'training cost=', '0.654471902')
('Epoch:', '1024', 'test cost=', '0.714429021')
('Epoch:', '1025', 'training cost=', '0.659407056')
('Epoch:', '1025', 'test cost=', '0.642185271')
('Epoch:', '1026', 'training cost=', '0.658092526')
('Epoch:', '1026', 'test cost=', '0.643262327')
('Epoch:', '1027', 'training cost=', '0.656059369')
('Epoch:', '1027', 'test cost=', '0.643159449')
('Epoch:', '1028', 'training cost=', '0.655870672')
('Epoch:', '1028', 'test cost=', '0.650359452')
('Epoch:', '1029', 'training cost=', '0.661009668')
('Epoch:', '1029', 'test cost=', '0.644475698')
('Epoch:', '1030', 'training cost=', '0.655404437')
('Epoch:', '1030', 'test cost=', '0.651908576')
('Epoch:', '1031', 'training cost=', '0.658193574')
('Epoch:', '1031', 'test cost=', '0.642884851')
('Epoch:', '1032', 'training cost=', '0.653558705')
('Epoch:', '1032', 'test cost=', '0.647747874')
('Epoch:', '1033', 'training cost=', '0.655902917')
('Epoch:', '1033', 'test cost=', '0.652630448')
('Epoch:', '1034', 'training cost=', '0.655547368')
('Epoch:', '1034', 'test cost=', '0.644464135')
('Epoch:', '1035', 'training cost=', '0.656262667')
('Epoch:', '1035', 'test cost=', '0.685786903')
('Epoch:', '1036', 'training cost=', '0.658750409')
('Epoch:', '1036', 'test cost=', '0.654545307')
('Epoch:', '1037', 'training cost=', '0.655335646')
('Epoch:', '1037', 'test cost=', '0.651800156')
('Epoch:', '1038', 'training cost=', '0.655000636')
('Epoch:', '1038', 'test cost=', '0.651113570')
('Epoch:', '1039', 'training cost=', '0.657501728')
('Epoch:', '1039', 'test cost=', '0.650617063')
('Epoch:', '1040', 'training cost=', '0.656801005')
('Epoch:', '1040', 'test cost=', '0.671678722')
('Epoch:', '1041', 'training cost=', '0.657736743')
('Epoch:', '1041', 'test cost=', '0.656462669')
('Epoch:', '1042', 'training cost=', '0.655704030')
('Epoch:', '1042', 'test cost=', '0.668825924')
('Epoch:', '1043', 'training cost=', '0.656803662')
('Epoch:', '1043', 'test cost=', '0.643297434')
('Epoch:', '1044', 'training cost=', '0.654970560')
('Epoch:', '1044', 'test cost=', '0.650325656')
('Epoch:', '1045', 'training cost=', '0.655029056')
('Epoch:', '1045', 'test cost=', '0.641380250')
('Epoch:', '1046', 'training cost=', '0.656233404')
('Epoch:', '1046', 'test cost=', '0.643114567')
('Epoch:', '1047', 'training cost=', '0.654439280')
('Epoch:', '1047', 'test cost=', '0.649384081')
('Epoch:', '1048', 'training cost=', '0.660498050')
('Epoch:', '1048', 'test cost=', '0.655059814')
('Epoch:', '1049', 'training cost=', '0.657779869')
('Epoch:', '1049', 'test cost=', '0.654846847')
('Epoch:', '1050', 'training cost=', '0.656934042')
('Epoch:', '1050', 'test cost=', '0.646591187')
('Epoch:', '1051', 'training cost=', '0.658314875')
('Epoch:', '1051', 'test cost=', '0.655100703')
('Epoch:', '1052', 'training cost=', '0.655301333')
('Epoch:', '1052', 'test cost=', '0.663915157')
('Epoch:', '1053', 'training cost=', '0.659343383')
('Epoch:', '1053', 'test cost=', '0.655625761')
('Epoch:', '1054', 'training cost=', '0.654792650')
('Epoch:', '1054', 'test cost=', '0.640936792')
('Epoch:', '1055', 'training cost=', '0.658514252')
('Epoch:', '1055', 'test cost=', '0.649512649')
('Epoch:', '1056', 'training cost=', '0.657632934')
('Epoch:', '1056', 'test cost=', '0.641953886')
('Epoch:', '1057', 'training cost=', '0.657447502')
('Epoch:', '1057', 'test cost=', '0.677072167')
('Epoch:', '1058', 'training cost=', '0.654636485')
('Epoch:', '1058', 'test cost=', '0.643217862')
('Epoch:', '1059', 'training cost=', '0.657571606')
('Epoch:', '1059', 'test cost=', '0.640856862')
('Epoch:', '1060', 'training cost=', '0.653563988')
('Epoch:', '1060', 'test cost=', '0.640818954')
('Epoch:', '1061', 'training cost=', '0.658139462')
('Epoch:', '1061', 'test cost=', '0.641296208')
('Epoch:', '1062', 'training cost=', '0.657500603')
('Epoch:', '1062', 'test cost=', '0.640857637')
('Epoch:', '1063', 'training cost=', '0.656035718')
('Epoch:', '1063', 'test cost=', '0.640785694')
('Epoch:', '1064', 'training cost=', '0.659645222')
('Epoch:', '1064', 'test cost=', '0.640814185')
('Epoch:', '1065', 'training cost=', '0.653505699')
('Epoch:', '1065', 'test cost=', '0.648502886')
('Epoch:', '1066', 'training cost=', '0.654860511')
('Epoch:', '1066', 'test cost=', '0.640820444')
('Epoch:', '1067', 'training cost=', '0.656345005')
('Epoch:', '1067', 'test cost=', '0.647826195')
('Epoch:', '1068', 'training cost=', '0.657600746')
('Epoch:', '1068', 'test cost=', '0.673845112')
('Epoch:', '1069', 'training cost=', '0.658564983')
('Epoch:', '1069', 'test cost=', '0.708128989')
('Epoch:', '1070', 'training cost=', '0.659773342')
('Epoch:', '1070', 'test cost=', '0.679197848')
('Epoch:', '1071', 'training cost=', '0.656490504')
('Epoch:', '1071', 'test cost=', '0.647514522')
('Epoch:', '1072', 'training cost=', '0.654258603')
('Epoch:', '1072', 'test cost=', '0.641411364')
('Epoch:', '1073', 'training cost=', '0.655114171')
('Epoch:', '1073', 'test cost=', '0.642689288')
('Epoch:', '1074', 'training cost=', '0.657794829')
('Epoch:', '1074', 'test cost=', '0.640799224')
('Epoch:', '1075', 'training cost=', '0.656835857')
('Epoch:', '1075', 'test cost=', '0.643730164')
('Epoch:', '1076', 'training cost=', '0.656427229')
('Epoch:', '1076', 'test cost=', '0.653344452')
('Epoch:', '1077', 'training cost=', '0.654533651')
('Epoch:', '1077', 'test cost=', '0.640843749')
('Epoch:', '1078', 'training cost=', '0.658369715')
('Epoch:', '1078', 'test cost=', '0.644265652')
('Epoch:', '1079', 'training cost=', '0.653782004')
('Epoch:', '1079', 'test cost=', '0.652336836')
('Epoch:', '1080', 'training cost=', '0.658164153')
('Epoch:', '1080', 'test cost=', '0.642502546')
('Epoch:', '1081', 'training cost=', '0.656283057')
('Epoch:', '1081', 'test cost=', '0.653881729')
('Epoch:', '1082', 'training cost=', '0.656474940')
('Epoch:', '1082', 'test cost=', '0.647418201')
('Epoch:', '1083', 'training cost=', '0.655908261')
('Epoch:', '1083', 'test cost=', '0.644926608')
('Epoch:', '1084', 'training cost=', '0.656442008')
('Epoch:', '1084', 'test cost=', '0.649473488')
('Epoch:', '1085', 'training cost=', '0.657407153')
('Epoch:', '1085', 'test cost=', '0.643558323')
('Epoch:', '1086', 'training cost=', '0.657070610')
('Epoch:', '1086', 'test cost=', '0.659261227')
('Epoch:', '1087', 'training cost=', '0.653725436')
('Epoch:', '1087', 'test cost=', '0.640830636')
('Epoch:', '1088', 'training cost=', '0.655415610')
('Epoch:', '1088', 'test cost=', '0.642740250')
('Epoch:', '1089', 'training cost=', '0.658848689')
('Epoch:', '1089', 'test cost=', '0.644063056')
('Epoch:', '1090', 'training cost=', '0.657630495')
('Epoch:', '1090', 'test cost=', '0.640830159')
('Epoch:', '1091', 'training cost=', '0.656303692')
('Epoch:', '1091', 'test cost=', '0.643507123')
('Epoch:', '1092', 'training cost=', '0.655654572')
('Epoch:', '1092', 'test cost=', '0.652341425')
('Epoch:', '1093', 'training cost=', '0.657821673')
('Epoch:', '1093', 'test cost=', '0.648398817')
('Epoch:', '1094', 'training cost=', '0.655019762')
('Epoch:', '1094', 'test cost=', '0.643160343')
('Epoch:', '1095', 'training cost=', '0.655582545')
('Epoch:', '1095', 'test cost=', '0.678138018')
('Epoch:', '1096', 'training cost=', '0.655159151')
('Epoch:', '1096', 'test cost=', '0.641877353')
('Epoch:', '1097', 'training cost=', '0.657712007')
('Epoch:', '1097', 'test cost=', '0.648337960')
('Epoch:', '1098', 'training cost=', '0.660231775')
('Epoch:', '1098', 'test cost=', '0.650204122')
('Epoch:', '1099', 'training cost=', '0.660855192')
('Epoch:', '1099', 'test cost=', '0.643214822')
('Epoch:', '1100', 'training cost=', '0.655148917')
('Epoch:', '1100', 'test cost=', '0.653628349')
('Epoch:', '1101', 'training cost=', '0.658353336')
('Epoch:', '1101', 'test cost=', '0.645502865')
('Epoch:', '1102', 'training cost=', '0.656451044')
('Epoch:', '1102', 'test cost=', '0.653574407')
('Epoch:', '1103', 'training cost=', '0.657889188')
('Epoch:', '1103', 'test cost=', '0.660914779')
('Epoch:', '1104', 'training cost=', '0.658073914')
('Epoch:', '1104', 'test cost=', '0.641086817')
('Epoch:', '1105', 'training cost=', '0.657533372')
('Epoch:', '1105', 'test cost=', '0.658942521')
('Epoch:', '1106', 'training cost=', '0.658288351')
('Epoch:', '1106', 'test cost=', '0.672402442')
('Epoch:', '1107', 'training cost=', '0.655113552')
('Epoch:', '1107', 'test cost=', '0.656681716')
('Epoch:', '1108', 'training cost=', '0.656680405')
('Epoch:', '1108', 'test cost=', '0.643408000')
('Epoch:', '1109', 'training cost=', '0.658626171')
('Epoch:', '1109', 'test cost=', '0.644582033')
('Epoch:', '1110', 'training cost=', '0.657108209')
('Epoch:', '1110', 'test cost=', '0.661201954')
('Epoch:', '1111', 'training cost=', '208694.694643635')
('Epoch:', '1111', 'test cost=', '0.642427623')
('Epoch:', '1112', 'training cost=', '0.658450420')
('Epoch:', '1112', 'test cost=', '0.640802026')
('Epoch:', '1113', 'training cost=', '0.655612184')
('Epoch:', '1113', 'test cost=', '0.646726131')
('Epoch:', '1114', 'training cost=', '0.655395560')
('Epoch:', '1114', 'test cost=', '0.644170046')
('Epoch:', '1115', 'training cost=', '0.655390496')
('Epoch:', '1115', 'test cost=', '0.645522952')
('Epoch:', '1116', 'training cost=', '0.659606914')
('Epoch:', '1116', 'test cost=', '0.646571457')
('Epoch:', '1117', 'training cost=', '0.654819704')
('Epoch:', '1117', 'test cost=', '0.647372067')
('Epoch:', '1118', 'training cost=', '0.653756082')
('Epoch:', '1118', 'test cost=', '0.648487568')
('Epoch:', '1119', 'training cost=', '0.657199464')
('Epoch:', '1119', 'test cost=', '0.641090751')
('Epoch:', '1120', 'training cost=', '0.655293717')
('Epoch:', '1120', 'test cost=', '0.660969615')
('Epoch:', '1121', 'training cost=', '0.656882706')
('Epoch:', '1121', 'test cost=', '0.653812945')
('Epoch:', '1122', 'training cost=', '0.656694857')
('Epoch:', '1122', 'test cost=', '0.641700625')
('Epoch:', '1123', 'training cost=', '0.655390386')
('Epoch:', '1123', 'test cost=', '0.696035385')
('Epoch:', '1124', 'training cost=', '0.656948581')
('Epoch:', '1124', 'test cost=', '0.644542813')
('Epoch:', '1125', 'training cost=', '0.655068014')
('Epoch:', '1125', 'test cost=', '0.641778111')
('Epoch:', '1126', 'training cost=', '0.656852064')
('Epoch:', '1126', 'test cost=', '0.657932222')
('Epoch:', '1127', 'training cost=', '0.655268230')
('Epoch:', '1127', 'test cost=', '0.663840592')
('Epoch:', '1128', 'training cost=', '0.655799271')
('Epoch:', '1128', 'test cost=', '0.643081844')
('Epoch:', '1129', 'training cost=', '0.654977825')
('Epoch:', '1129', 'test cost=', '0.674154282')
('Epoch:', '1130', 'training cost=', '0.653980277')
('Epoch:', '1130', 'test cost=', '0.647638381')
('Epoch:', '1131', 'training cost=', '0.657461248')
('Epoch:', '1131', 'test cost=', '0.640882492')
('Epoch:', '1132', 'training cost=', '0.653856768')
('Epoch:', '1132', 'test cost=', '0.651881635')
('Epoch:', '1133', 'training cost=', '0.655700565')
('Epoch:', '1133', 'test cost=', '0.658662021')
('Epoch:', '1134', 'training cost=', '0.656587866')
('Epoch:', '1134', 'test cost=', '0.640787005')
('Epoch:', '1135', 'training cost=', '0.652373781')
('Epoch:', '1135', 'test cost=', '0.652988911')
('Epoch:', '1136', 'training cost=', '0.653344422')
('Epoch:', '1136', 'test cost=', '0.644239426')
('Epoch:', '1137', 'training cost=', '0.654851155')
('Epoch:', '1137', 'test cost=', '0.644109666')
('Epoch:', '1138', 'training cost=', '0.656898169')
('Epoch:', '1138', 'test cost=', '0.645940065')
('Epoch:', '1139', 'training cost=', '0.655953540')
('Epoch:', '1139', 'test cost=', '0.651360750')
('Epoch:', '1140', 'training cost=', '0.658253220')
('Epoch:', '1140', 'test cost=', '0.640798032')
('Epoch:', '1141', 'training cost=', '0.655859970')
('Epoch:', '1141', 'test cost=', '0.668757737')
('Epoch:', '1142', 'training cost=', '0.656906739')
('Epoch:', '1142', 'test cost=', '0.648118138')
('Epoch:', '1143', 'training cost=', '0.658885830')
('Epoch:', '1143', 'test cost=', '0.674520314')
('Epoch:', '1144', 'training cost=', '0.654901670')
('Epoch:', '1144', 'test cost=', '0.642764449')
('Epoch:', '1145', 'training cost=', '0.657530491')
('Epoch:', '1145', 'test cost=', '0.670264721')
('Epoch:', '1146', 'training cost=', '0.652950887')
('Epoch:', '1146', 'test cost=', '0.649002612')
('Epoch:', '1147', 'training cost=', '0.657075584')
('Epoch:', '1147', 'test cost=', '0.645456970')
('Epoch:', '1148', 'training cost=', '0.655633627')
('Epoch:', '1148', 'test cost=', '0.687067688')
('Epoch:', '1149', 'training cost=', '0.657679282')
('Epoch:', '1149', 'test cost=', '0.656064928')
('Epoch:', '1150', 'training cost=', '0.655683976')
('Epoch:', '1150', 'test cost=', '0.643157125')
('Epoch:', '1151', 'training cost=', '0.658997496')
('Epoch:', '1151', 'test cost=', '0.648159683')
('Epoch:', '1152', 'training cost=', '0.655712173')
('Epoch:', '1152', 'test cost=', '0.642674625')
('Epoch:', '1153', 'training cost=', '0.658096888')
('Epoch:', '1153', 'test cost=', '0.643979788')
('Epoch:', '1154', 'training cost=', '0.658196061')
('Epoch:', '1154', 'test cost=', '0.658946753')
('Epoch:', '1155', 'training cost=', '0.659092305')
('Epoch:', '1155', 'test cost=', '0.642436087')
('Epoch:', '1156', 'training cost=', '0.652932165')
('Epoch:', '1156', 'test cost=', '0.642111301')
('Epoch:', '1157', 'training cost=', '0.660288706')
('Epoch:', '1157', 'test cost=', '0.640803039')
('Epoch:', '1158', 'training cost=', '0.652853197')
('Epoch:', '1158', 'test cost=', '0.664379478')
('Epoch:', '1159', 'training cost=', '0.659257952')
('Epoch:', '1159', 'test cost=', '0.663465440')
('Epoch:', '1160', 'training cost=', '0.658498230')
('Epoch:', '1160', 'test cost=', '0.641010761')
('Epoch:', '1161', 'training cost=', '0.659600244')
('Epoch:', '1161', 'test cost=', '0.640792668')
('Epoch:', '1162', 'training cost=', '0.656769069')
('Epoch:', '1162', 'test cost=', '0.642356038')
('Epoch:', '1163', 'training cost=', '0.654982345')
('Epoch:', '1163', 'test cost=', '0.650107026')
('Epoch:', '1164', 'training cost=', '0.656388872')
('Epoch:', '1164', 'test cost=', '0.641159296')
('Epoch:', '1165', 'training cost=', '0.655930262')
('Epoch:', '1165', 'test cost=', '0.717442095')
('Epoch:', '1166', 'training cost=', '0.656813623')
('Epoch:', '1166', 'test cost=', '0.642755151')
('Epoch:', '1167', 'training cost=', '0.655486926')
('Epoch:', '1167', 'test cost=', '0.641839027')
('Epoch:', '1168', 'training cost=', '0.650940363')
('Epoch:', '1168', 'test cost=', '0.644804001')
('Epoch:', '1169', 'training cost=', '0.658453030')
('Epoch:', '1169', 'test cost=', '0.640816689')
('Epoch:', '1170', 'training cost=', '0.657145810')
('Epoch:', '1170', 'test cost=', '0.664231718')
('Epoch:', '1171', 'training cost=', '0.656549912')
('Epoch:', '1171', 'test cost=', '0.696050048')
('Epoch:', '1172', 'training cost=', '0.656872153')
('Epoch:', '1172', 'test cost=', '0.641608596')
('Epoch:', '1173', 'training cost=', '0.656361427')
('Epoch:', '1173', 'test cost=', '0.679080546')
('Epoch:', '1174', 'training cost=', '0.660876465')
('Epoch:', '1174', 'test cost=', '0.643263161')
('Epoch:', '1175', 'training cost=', '0.654781602')
('Epoch:', '1175', 'test cost=', '0.670211256')
('Epoch:', '1176', 'training cost=', '0.655984251')
('Epoch:', '1176', 'test cost=', '0.725965440')
('Epoch:', '1177', 'training cost=', '0.659229398')
('Epoch:', '1177', 'test cost=', '0.641141236')
('Epoch:', '1178', 'training cost=', '0.657304622')
('Epoch:', '1178', 'test cost=', '0.642391503')
('Epoch:', '1179', 'training cost=', '0.655853872')
('Epoch:', '1179', 'test cost=', '0.659529030')
('Epoch:', '1180', 'training cost=', '0.656961618')
('Epoch:', '1180', 'test cost=', '0.701229990')
('Epoch:', '1181', 'training cost=', '0.655140579')
('Epoch:', '1181', 'test cost=', '0.641765893')
('Epoch:', '1182', 'training cost=', '0.661918456')
('Epoch:', '1182', 'test cost=', '0.681025088')
('Epoch:', '1183', 'training cost=', '0.654685552')
('Epoch:', '1183', 'test cost=', '0.646532893')
('Epoch:', '1184', 'training cost=', '0.654060351')
('Epoch:', '1184', 'test cost=', '0.653887808')
('Epoch:', '1185', 'training cost=', '0.655678140')
('Epoch:', '1185', 'test cost=', '0.653929472')
('Epoch:', '1186', 'training cost=', '0.655926455')
('Epoch:', '1186', 'test cost=', '0.651052833')
('Epoch:', '1187', 'training cost=', '0.657012445')
('Epoch:', '1187', 'test cost=', '0.648080587')
('Epoch:', '1188', 'training cost=', '0.655439971')
('Epoch:', '1188', 'test cost=', '0.657771647')
('Epoch:', '1189', 'training cost=', '0.659459440')
('Epoch:', '1189', 'test cost=', '0.649138451')
('Epoch:', '1190', 'training cost=', '0.654480423')
('Epoch:', '1190', 'test cost=', '0.642718315')
('Epoch:', '1191', 'training cost=', '0.659021154')
('Epoch:', '1191', 'test cost=', '0.648138762')
('Epoch:', '1192', 'training cost=', '0.656465216')
('Epoch:', '1192', 'test cost=', '0.656034470')
('Epoch:', '1193', 'training cost=', '0.657103000')
('Epoch:', '1193', 'test cost=', '0.644497633')
('Epoch:', '1194', 'training cost=', '0.654752085')
('Epoch:', '1194', 'test cost=', '0.669304430')
('Epoch:', '1195', 'training cost=', '0.653436432')
('Epoch:', '1195', 'test cost=', '0.640915036')
('Epoch:', '1196', 'training cost=', '0.655209305')
('Epoch:', '1196', 'test cost=', '0.653014958')
('Epoch:', '1197', 'training cost=', '0.652598026')
('Epoch:', '1197', 'test cost=', '0.690512002')
('Epoch:', '1198', 'training cost=', '0.656368177')
('Epoch:', '1198', 'test cost=', '0.666902423')
('Epoch:', '1199', 'training cost=', '0.657615187')
('Epoch:', '1199', 'test cost=', '0.640934348')
('Epoch:', '1200', 'training cost=', '0.657448187')
('Epoch:', '1200', 'test cost=', '0.675995588')
('Epoch:', '1201', 'training cost=', '0.655727077')
('Epoch:', '1201', 'test cost=', '0.648252189')
('Epoch:', '1202', 'training cost=', '0.655850287')
('Epoch:', '1202', 'test cost=', '0.642239392')
('Epoch:', '1203', 'training cost=', '0.656970280')
('Epoch:', '1203', 'test cost=', '0.645076454')
('Epoch:', '1204', 'training cost=', '0.656625441')
('Epoch:', '1204', 'test cost=', '0.645975947')
('Epoch:', '1205', 'training cost=', '0.660282938')
('Epoch:', '1205', 'test cost=', '0.640967429')
('Epoch:', '1206', 'training cost=', '0.657941480')
('Epoch:', '1206', 'test cost=', '0.647521675')
('Epoch:', '1207', 'training cost=', '0.656743367')
('Epoch:', '1207', 'test cost=', '0.642721593')
('Epoch:', '1208', 'training cost=', '0.653513548')
('Epoch:', '1208', 'test cost=', '0.644442499')
('Epoch:', '1209', 'training cost=', '0.654275844')
('Epoch:', '1209', 'test cost=', '0.668637931')
('Epoch:', '1210', 'training cost=', '0.656254111')
('Epoch:', '1210', 'test cost=', '0.660757840')
('Epoch:', '1211', 'training cost=', '0.655952256')
('Epoch:', '1211', 'test cost=', '0.642869651')
('Epoch:', '1212', 'training cost=', '0.656811910')
('Epoch:', '1212', 'test cost=', '0.645749032')
('Epoch:', '1213', 'training cost=', '0.656961607')
('Epoch:', '1213', 'test cost=', '0.644266248')
('Epoch:', '1214', 'training cost=', '0.656166691')
('Epoch:', '1214', 'test cost=', '0.640818000')
('Epoch:', '1215', 'training cost=', '0.655250583')
('Epoch:', '1215', 'test cost=', '0.641001582')
('Epoch:', '1216', 'training cost=', '0.658718480')
('Epoch:', '1216', 'test cost=', '0.657674730')
('Epoch:', '1217', 'training cost=', '0.655259859')
('Epoch:', '1217', 'test cost=', '0.678276777')
('Epoch:', '1218', 'training cost=', '0.655317730')
('Epoch:', '1218', 'test cost=', '0.653904676')
('Epoch:', '1219', 'training cost=', '0.660114616')
('Epoch:', '1219', 'test cost=', '0.666367114')
('Epoch:', '1220', 'training cost=', '0.654709154')
('Epoch:', '1220', 'test cost=', '0.640797138')
('Epoch:', '1221', 'training cost=', '0.654984052')
('Epoch:', '1221', 'test cost=', '0.641945720')
('Epoch:', '1222', 'training cost=', '0.653515045')
('Epoch:', '1222', 'test cost=', '0.661333501')
('Epoch:', '1223', 'training cost=', '0.654054866')
('Epoch:', '1223', 'test cost=', '0.724797666')
('Epoch:', '1224', 'training cost=', '0.656702285')
('Epoch:', '1224', 'test cost=', '0.652007282')
('Epoch:', '1225', 'training cost=', '0.654797710')
('Epoch:', '1225', 'test cost=', '0.643516958')
('Epoch:', '1226', 'training cost=', '0.663184168')
('Epoch:', '1226', 'test cost=', '0.640925467')
('Epoch:', '1227', 'training cost=', '0.656907968')
('Epoch:', '1227', 'test cost=', '0.647782087')
('Epoch:', '1228', 'training cost=', '0.657845534')
('Epoch:', '1228', 'test cost=', '0.641413510')
('Epoch:', '1229', 'training cost=', '0.655010923')
('Epoch:', '1229', 'test cost=', '0.642494798')
('Epoch:', '1230', 'training cost=', '0.654842401')
('Epoch:', '1230', 'test cost=', '0.643740356')
('Epoch:', '1231', 'training cost=', '0.659783365')
