Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([366]), u'n_hidden_layers': array([2]), u'learning_rate': array([ 0.0001]), u'beta': array([ 100.])}
('Epoch:', '0971', 'training cost=', '0.640955413')
('Epoch:', '0971', 'test cost=', '0.640843868')
('Epoch:', '0972', 'training cost=', '0.641948628')
('Epoch:', '0972', 'test cost=', '0.640812516')
('Epoch:', '0973', 'training cost=', '0.641249216')
('Epoch:', '0973', 'test cost=', '0.640823305')
('Epoch:', '0974', 'training cost=', '0.641304228')
('Epoch:', '0974', 'test cost=', '0.640812814')
('Epoch:', '0975', 'training cost=', '0.643937058')
('Epoch:', '0975', 'test cost=', '0.640850782')
('Epoch:', '0976', 'training cost=', '0.642127336')
('Epoch:', '0976', 'test cost=', '0.640821338')
('Epoch:', '0977', 'training cost=', '0.642260351')
('Epoch:', '0977', 'test cost=', '0.640822768')
('Epoch:', '0978', 'training cost=', '0.640625557')
('Epoch:', '0978', 'test cost=', '0.640798271')
('Epoch:', '0979', 'training cost=', '0.642555979')
('Epoch:', '0979', 'test cost=', '0.640797377')
('Epoch:', '0980', 'training cost=', '0.643720446')
('Epoch:', '0980', 'test cost=', '0.640809357')
('Epoch:', '0981', 'training cost=', '0.641989548')
('Epoch:', '0981', 'test cost=', '0.640814066')
('Epoch:', '0982', 'training cost=', '0.642178469')
('Epoch:', '0982', 'test cost=', '0.640810847')
('Epoch:', '0983', 'training cost=', '0.641828971')
('Epoch:', '0983', 'test cost=', '0.640805960')
('Epoch:', '0984', 'training cost=', '0.644479414')
('Epoch:', '0984', 'test cost=', '0.640859187')
('Epoch:', '0985', 'training cost=', '0.642693216')
('Epoch:', '0985', 'test cost=', '0.640839815')
('Epoch:', '0986', 'training cost=', '0.642478929')
('Epoch:', '0986', 'test cost=', '0.640812695')
('Epoch:', '0987', 'training cost=', '0.643369246')
('Epoch:', '0987', 'test cost=', '0.640816808')
('Epoch:', '0988', 'training cost=', '0.640163364')
('Epoch:', '0988', 'test cost=', '0.640776634')
('Epoch:', '0989', 'training cost=', '0.641880894')
('Epoch:', '0989', 'test cost=', '0.640790939')
('Epoch:', '0990', 'training cost=', '0.643457362')
('Epoch:', '0990', 'test cost=', '0.640848756')
('Epoch:', '0991', 'training cost=', '0.640942140')
('Epoch:', '0991', 'test cost=', '0.640819609')
('Epoch:', '0992', 'training cost=', '0.642277546')
('Epoch:', '0992', 'test cost=', '0.640770018')
('Epoch:', '0993', 'training cost=', '0.641791621')
('Epoch:', '0993', 'test cost=', '0.640779674')
('Epoch:', '0994', 'training cost=', '0.641960559')
('Epoch:', '0994', 'test cost=', '0.640805483')
('Epoch:', '0995', 'training cost=', '0.641808648')
('Epoch:', '0995', 'test cost=', '0.640809178')
('Epoch:', '0996', 'training cost=', '0.642666026')
('Epoch:', '0996', 'test cost=', '0.640842676')
('Epoch:', '0997', 'training cost=', '0.640973080')
('Epoch:', '0997', 'test cost=', '0.640821278')
('Epoch:', '0998', 'training cost=', '0.643023094')
('Epoch:', '0998', 'test cost=', '0.640787661')
('Epoch:', '0999', 'training cost=', '0.640605443')
('Epoch:', '0999', 'test cost=', '0.640789330')
('Epoch:', '1000', 'training cost=', '0.641670898')
('Epoch:', '1000', 'test cost=', '0.640815437')
('Epoch:', '1001', 'training cost=', '0.642262290')
('Epoch:', '1001', 'test cost=', '0.640805840')
('Epoch:', '1002', 'training cost=', '0.641391631')
('Epoch:', '1002', 'test cost=', '0.640815437')
('Epoch:', '1003', 'training cost=', '0.642624912')
('Epoch:', '1003', 'test cost=', '0.640817344')
('Epoch:', '1004', 'training cost=', '0.641569394')
('Epoch:', '1004', 'test cost=', '0.640807867')
('Epoch:', '1005', 'training cost=', '0.642105766')
('Epoch:', '1005', 'test cost=', '0.640801191')
('Epoch:', '1006', 'training cost=', '0.642010477')
('Epoch:', '1006', 'test cost=', '0.640812576')
('Epoch:', '1007', 'training cost=', '0.642265596')
('Epoch:', '1007', 'test cost=', '0.640836954')
('Epoch:', '1008', 'training cost=', '0.642605318')
('Epoch:', '1008', 'test cost=', '0.640793085')
('Epoch:', '1009', 'training cost=', '0.642158178')
('Epoch:', '1009', 'test cost=', '0.640778899')
('Epoch:', '1010', 'training cost=', '0.642646547')
('Epoch:', '1010', 'test cost=', '0.640789211')
('Epoch:', '1011', 'training cost=', '0.642110193')
('Epoch:', '1011', 'test cost=', '0.640828252')
('Epoch:', '1012', 'training cost=', '0.641901182')
('Epoch:', '1012', 'test cost=', '0.640802622')
('Epoch:', '1013', 'training cost=', '0.642380647')
('Epoch:', '1013', 'test cost=', '0.640794516')
('Epoch:', '1014', 'training cost=', '0.643214530')
('Epoch:', '1014', 'test cost=', '0.640837431')
('Epoch:', '1015', 'training cost=', '0.641248957')
('Epoch:', '1015', 'test cost=', '0.640836239')
('Epoch:', '1016', 'training cost=', '0.643686856')
('Epoch:', '1016', 'test cost=', '0.640835524')
('Epoch:', '1017', 'training cost=', '0.642635319')
('Epoch:', '1017', 'test cost=', '0.640800953')
('Epoch:', '1018', 'training cost=', '0.640617026')
('Epoch:', '1018', 'test cost=', '0.640803158')
('Epoch:', '1019', 'training cost=', '0.641313904')
('Epoch:', '1019', 'test cost=', '0.640785694')
('Epoch:', '1020', 'training cost=', '0.643102316')
('Epoch:', '1020', 'test cost=', '0.640796065')
('Epoch:', '1021', 'training cost=', '0.642235214')
('Epoch:', '1021', 'test cost=', '0.640831649')
('Epoch:', '1022', 'training cost=', '0.640929807')
('Epoch:', '1022', 'test cost=', '0.640821278')
('Epoch:', '1023', 'training cost=', '0.641464962')
('Epoch:', '1023', 'test cost=', '0.640805244')
('Epoch:', '1024', 'training cost=', '0.640404997')
('Epoch:', '1024', 'test cost=', '0.640774131')
('Epoch:', '1025', 'training cost=', '0.641631699')
('Epoch:', '1025', 'test cost=', '0.640808582')
('Epoch:', '1026', 'training cost=', '0.642286905')
('Epoch:', '1026', 'test cost=', '0.640841305')
('Epoch:', '1027', 'training cost=', '0.643814150')
('Epoch:', '1027', 'test cost=', '0.640830994')
('Epoch:', '1028', 'training cost=', '0.642568400')
('Epoch:', '1028', 'test cost=', '0.640815914')
('Epoch:', '1029', 'training cost=', '0.641023537')
('Epoch:', '1029', 'test cost=', '0.640805185')
('Epoch:', '1030', 'training cost=', '0.640927525')
('Epoch:', '1030', 'test cost=', '0.640784264')
('Epoch:', '1031', 'training cost=', '0.642212605')
('Epoch:', '1031', 'test cost=', '0.640831411')
('Epoch:', '1032', 'training cost=', '0.642588908')
('Epoch:', '1032', 'test cost=', '0.640836835')
('Epoch:', '1033', 'training cost=', '0.642353326')
('Epoch:', '1033', 'test cost=', '0.640818179')
('Epoch:', '1034', 'training cost=', '0.642014070')
('Epoch:', '1034', 'test cost=', '0.640828907')
('Epoch:', '1035', 'training cost=', '0.642711362')
('Epoch:', '1035', 'test cost=', '0.640861154')
('Epoch:', '1036', 'training cost=', '0.642512782')
('Epoch:', '1036', 'test cost=', '0.640840709')
('Epoch:', '1037', 'training cost=', '0.641171889')
('Epoch:', '1037', 'test cost=', '0.640811443')
('Epoch:', '1038', 'training cost=', '0.642729325')
('Epoch:', '1038', 'test cost=', '0.640829563')
('Epoch:', '1039', 'training cost=', '0.642773356')
('Epoch:', '1039', 'test cost=', '0.640795946')
('Epoch:', '1040', 'training cost=', '0.642409015')
('Epoch:', '1040', 'test cost=', '0.640788317')
('Epoch:', '1041', 'training cost=', '0.641554082')
('Epoch:', '1041', 'test cost=', '0.640774071')
('Epoch:', '1042', 'training cost=', '0.641935862')
('Epoch:', '1042', 'test cost=', '0.640826166')
('Epoch:', '1043', 'training cost=', '0.641585871')
('Epoch:', '1043', 'test cost=', '0.640787721')
('Epoch:', '1044', 'training cost=', '0.639475255')
('Epoch:', '1044', 'test cost=', '0.640817285')
('Epoch:', '1045', 'training cost=', '0.641575410')
('Epoch:', '1045', 'test cost=', '0.640814960')
('Epoch:', '1046', 'training cost=', '0.642153732')
('Epoch:', '1046', 'test cost=', '0.640805960')
('Epoch:', '1047', 'training cost=', '0.641112211')
('Epoch:', '1047', 'test cost=', '0.640798450')
('Epoch:', '1048', 'training cost=', '0.642924407')
('Epoch:', '1048', 'test cost=', '0.640796602')
('Epoch:', '1049', 'training cost=', '0.641604916')
('Epoch:', '1049', 'test cost=', '0.640797675')
('Epoch:', '1050', 'training cost=', '0.641711900')
('Epoch:', '1050', 'test cost=', '0.640829086')
('Epoch:', '1051', 'training cost=', '0.641861370')
('Epoch:', '1051', 'test cost=', '0.640826106')
('Epoch:', '1052', 'training cost=', '0.643189938')
('Epoch:', '1052', 'test cost=', '0.640857995')
('Epoch:', '1053', 'training cost=', '0.641383153')
('Epoch:', '1053', 'test cost=', '0.640808582')
('Epoch:', '1054', 'training cost=', '0.643013719')
('Epoch:', '1054', 'test cost=', '0.640819132')
('Epoch:', '1055', 'training cost=', '0.642166445')
('Epoch:', '1055', 'test cost=', '0.640827656')
('Epoch:', '1056', 'training cost=', '0.643025103')
('Epoch:', '1056', 'test cost=', '0.640803874')
('Epoch:', '1057', 'training cost=', '0.641865962')
('Epoch:', '1057', 'test cost=', '0.640824556')
('Epoch:', '1058', 'training cost=', '0.642114861')
('Epoch:', '1058', 'test cost=', '0.640824199')
('Epoch:', '1059', 'training cost=', '0.642008534')
('Epoch:', '1059', 'test cost=', '0.640790224')
('Epoch:', '1060', 'training cost=', '0.642767571')
('Epoch:', '1060', 'test cost=', '0.640830517')
('Epoch:', '1061', 'training cost=', '0.641382626')
('Epoch:', '1061', 'test cost=', '0.640812814')
('Epoch:', '1062', 'training cost=', '0.640458672')
('Epoch:', '1062', 'test cost=', '0.640792668')
('Epoch:', '1063', 'training cost=', '0.640085948')
('Epoch:', '1063', 'test cost=', '0.640824437')
('Epoch:', '1064', 'training cost=', '0.643081052')
('Epoch:', '1064', 'test cost=', '0.640800595')
('Epoch:', '1065', 'training cost=', '0.642895573')
('Epoch:', '1065', 'test cost=', '0.640824974')
('Epoch:', '1066', 'training cost=', '0.642740455')
('Epoch:', '1066', 'test cost=', '0.640849590')
('Epoch:', '1067', 'training cost=', '0.640766966')
('Epoch:', '1067', 'test cost=', '0.640814066')
('Epoch:', '1068', 'training cost=', '0.642591336')
('Epoch:', '1068', 'test cost=', '0.640828133')
('Epoch:', '1069', 'training cost=', '0.640373686')
('Epoch:', '1069', 'test cost=', '0.640793145')
('Epoch:', '1070', 'training cost=', '0.643016199')
('Epoch:', '1070', 'test cost=', '0.640793681')
('Epoch:', '1071', 'training cost=', '0.642330427')
('Epoch:', '1071', 'test cost=', '0.640831649')
('Epoch:', '1072', 'training cost=', '0.641290789')
('Epoch:', '1072', 'test cost=', '0.640783727')
('Epoch:', '1073', 'training cost=', '0.643893269')
('Epoch:', '1073', 'test cost=', '0.640796185')
('Epoch:', '1074', 'training cost=', '0.642487748')
('Epoch:', '1074', 'test cost=', '0.640834272')
('Epoch:', '1075', 'training cost=', '0.642722645')
('Epoch:', '1075', 'test cost=', '0.640794158')
('Epoch:', '1076', 'training cost=', '0.640807237')
('Epoch:', '1076', 'test cost=', '0.640811980')
('Epoch:', '1077', 'training cost=', '0.641682688')
('Epoch:', '1077', 'test cost=', '0.640816689')
('Epoch:', '1078', 'training cost=', '0.640807872')
('Epoch:', '1078', 'test cost=', '0.640786350')
('Epoch:', '1079', 'training cost=', '0.643648384')
('Epoch:', '1079', 'test cost=', '0.640809715')
('Epoch:', '1080', 'training cost=', '0.643011003')
('Epoch:', '1080', 'test cost=', '0.640857399')
('Epoch:', '1081', 'training cost=', '0.642635447')
('Epoch:', '1081', 'test cost=', '0.640837371')
('Epoch:', '1082', 'training cost=', '0.643059629')
('Epoch:', '1082', 'test cost=', '0.640815914')
('Epoch:', '1083', 'training cost=', '0.640194743')
('Epoch:', '1083', 'test cost=', '0.640831172')
('Epoch:', '1084', 'training cost=', '0.642472170')
('Epoch:', '1084', 'test cost=', '0.640829980')
('Epoch:', '1085', 'training cost=', '0.640915140')
('Epoch:', '1085', 'test cost=', '0.640805662')
('Epoch:', '1086', 'training cost=', '0.642893325')
('Epoch:', '1086', 'test cost=', '0.640785813')
('Epoch:', '1087', 'training cost=', '0.641070039')
('Epoch:', '1087', 'test cost=', '0.640825570')
('Epoch:', '1088', 'training cost=', '0.643568527')
('Epoch:', '1088', 'test cost=', '0.640806556')
('Epoch:', '1089', 'training cost=', '0.641654953')
('Epoch:', '1089', 'test cost=', '0.640821338')
('Epoch:', '1090', 'training cost=', '0.642653031')
('Epoch:', '1090', 'test cost=', '0.640837431')
('Epoch:', '1091', 'training cost=', '0.641547563')
('Epoch:', '1091', 'test cost=', '0.640799284')
('Epoch:', '1092', 'training cost=', '0.642442116')
('Epoch:', '1092', 'test cost=', '0.640823662')
('Epoch:', '1093', 'training cost=', '0.641948345')
('Epoch:', '1093', 'test cost=', '0.640801668')
('Epoch:', '1094', 'training cost=', '0.642251881')
('Epoch:', '1094', 'test cost=', '0.640810847')
('Epoch:', '1095', 'training cost=', '0.640846919')
('Epoch:', '1095', 'test cost=', '0.640778244')
('Epoch:', '1096', 'training cost=', '0.643828005')
('Epoch:', '1096', 'test cost=', '0.640854955')
('Epoch:', '1097', 'training cost=', '0.643233102')
('Epoch:', '1097', 'test cost=', '0.640853703')
('Epoch:', '1098', 'training cost=', '0.642913494')
('Epoch:', '1098', 'test cost=', '0.640813291')
('Epoch:', '1099', 'training cost=', '0.642935370')
('Epoch:', '1099', 'test cost=', '0.640841186')
('Epoch:', '1100', 'training cost=', '0.642361738')
('Epoch:', '1100', 'test cost=', '0.640803933')
('Epoch:', '1101', 'training cost=', '0.640706366')
('Epoch:', '1101', 'test cost=', '0.640798092')
('Epoch:', '1102', 'training cost=', '0.641043928')
('Epoch:', '1102', 'test cost=', '0.640833557')
('Epoch:', '1103', 'training cost=', '0.642768039')
('Epoch:', '1103', 'test cost=', '0.640820384')
('Epoch:', '1104', 'training cost=', '0.641864058')
('Epoch:', '1104', 'test cost=', '0.640795708')
('Epoch:', '1105', 'training cost=', '0.642572408')
('Epoch:', '1105', 'test cost=', '0.640823245')
('Epoch:', '1106', 'training cost=', '0.641213300')
('Epoch:', '1106', 'test cost=', '0.640801072')
('Epoch:', '1107', 'training cost=', '0.640983477')
('Epoch:', '1107', 'test cost=', '0.640825391')
('Epoch:', '1108', 'training cost=', '0.642862191')
('Epoch:', '1108', 'test cost=', '0.640814900')
('Epoch:', '1109', 'training cost=', '0.641942554')
('Epoch:', '1109', 'test cost=', '0.640839577')
('Epoch:', '1110', 'training cost=', '0.642905620')
('Epoch:', '1110', 'test cost=', '0.640803933')
('Epoch:', '1111', 'training cost=', '0.643589912')
('Epoch:', '1111', 'test cost=', '0.640829027')
('Epoch:', '1112', 'training cost=', '0.643571876')
('Epoch:', '1112', 'test cost=', '0.640813649')
('Epoch:', '1113', 'training cost=', '0.641184383')
('Epoch:', '1113', 'test cost=', '0.640806615')
('Epoch:', '1114', 'training cost=', '0.641928452')
('Epoch:', '1114', 'test cost=', '0.640831411')
('Epoch:', '1115', 'training cost=', '0.642578775')
('Epoch:', '1115', 'test cost=', '0.640807211')
('Epoch:', '1116', 'training cost=', '0.641344999')
('Epoch:', '1116', 'test cost=', '0.640826285')
('Epoch:', '1117', 'training cost=', '0.643260687')
('Epoch:', '1117', 'test cost=', '0.640831530')
('Epoch:', '1118', 'training cost=', '0.643766077')
('Epoch:', '1118', 'test cost=', '0.640847683')
('Epoch:', '1119', 'training cost=', '0.639960957')
('Epoch:', '1119', 'test cost=', '0.640817285')
('Epoch:', '1120', 'training cost=', '0.642767870')
('Epoch:', '1120', 'test cost=', '0.640822828')
('Epoch:', '1121', 'training cost=', '0.642190993')
('Epoch:', '1121', 'test cost=', '0.640835762')
('Epoch:', '1122', 'training cost=', '0.643735844')
('Epoch:', '1122', 'test cost=', '0.640816331')
('Epoch:', '1123', 'training cost=', '0.639563260')
('Epoch:', '1123', 'test cost=', '0.640824199')
('Epoch:', '1124', 'training cost=', '0.641941176')
('Epoch:', '1124', 'test cost=', '0.640804470')
('Epoch:', '1125', 'training cost=', '0.642332480')
('Epoch:', '1125', 'test cost=', '0.640833020')
('Epoch:', '1126', 'training cost=', '0.641309943')
('Epoch:', '1126', 'test cost=', '0.640794337')
('Epoch:', '1127', 'training cost=', '0.643021569')
('Epoch:', '1127', 'test cost=', '0.640844882')
('Epoch:', '1128', 'training cost=', '0.643222329')
('Epoch:', '1128', 'test cost=', '0.640840352')
('Epoch:', '1129', 'training cost=', '0.642015396')
('Epoch:', '1129', 'test cost=', '0.640825093')
('Epoch:', '1130', 'training cost=', '0.643039336')
('Epoch:', '1130', 'test cost=', '0.640803456')
('Epoch:', '1131', 'training cost=', '0.643441456')
('Epoch:', '1131', 'test cost=', '0.640820622')
('Epoch:', '1132', 'training cost=', '0.642939598')
('Epoch:', '1132', 'test cost=', '0.640810192')
('Epoch:', '1133', 'training cost=', '0.642710095')
('Epoch:', '1133', 'test cost=', '0.640836954')
('Epoch:', '1134', 'training cost=', '0.644091257')
('Epoch:', '1134', 'test cost=', '0.640833080')
('Epoch:', '1135', 'training cost=', '0.643383971')
('Epoch:', '1135', 'test cost=', '0.640832365')
('Epoch:', '1136', 'training cost=', '0.642834092')
('Epoch:', '1136', 'test cost=', '0.640816092')
('Epoch:', '1137', 'training cost=', '0.643045611')
('Epoch:', '1137', 'test cost=', '0.640806496')
('Epoch:', '1138', 'training cost=', '0.641236068')
('Epoch:', '1138', 'test cost=', '0.640799642')
('Epoch:', '1139', 'training cost=', '0.643458254')
('Epoch:', '1139', 'test cost=', '0.640802383')
('Epoch:', '1140', 'training cost=', '0.640942272')
('Epoch:', '1140', 'test cost=', '0.640834332')
('Epoch:', '1141', 'training cost=', '0.643629165')
('Epoch:', '1141', 'test cost=', '0.640825987')
('Epoch:', '1142', 'training cost=', '0.642460773')
('Epoch:', '1142', 'test cost=', '0.640800655')
('Epoch:', '1143', 'training cost=', '0.643888335')
('Epoch:', '1143', 'test cost=', '0.640838265')
('Epoch:', '1144', 'training cost=', '0.643128810')
('Epoch:', '1144', 'test cost=', '0.640819252')
('Epoch:', '1145', 'training cost=', '0.641792647')
('Epoch:', '1145', 'test cost=', '0.640799820')
('Epoch:', '1146', 'training cost=', '0.643303032')
('Epoch:', '1146', 'test cost=', '0.640853047')
('Epoch:', '1147', 'training cost=', '0.644291396')
('Epoch:', '1147', 'test cost=', '0.640889287')
('Epoch:', '1148', 'training cost=', '0.642475221')
('Epoch:', '1148', 'test cost=', '0.640823901')
('Epoch:', '1149', 'training cost=', '0.642118971')
('Epoch:', '1149', 'test cost=', '0.640808582')
('Epoch:', '1150', 'training cost=', '0.642089640')
('Epoch:', '1150', 'test cost=', '0.640774906')
('Epoch:', '1151', 'training cost=', '0.643187608')
('Epoch:', '1151', 'test cost=', '0.640787721')
('Epoch:', '1152', 'training cost=', '0.640468448')
('Epoch:', '1152', 'test cost=', '0.640785098')
('Epoch:', '1153', 'training cost=', '0.642111177')
('Epoch:', '1153', 'test cost=', '0.640804470')
('Epoch:', '1154', 'training cost=', '0.643842209')
('Epoch:', '1154', 'test cost=', '0.640866399')
('Epoch:', '1155', 'training cost=', '0.642683867')
('Epoch:', '1155', 'test cost=', '0.640839756')
('Epoch:', '1156', 'training cost=', '0.641965825')
('Epoch:', '1156', 'test cost=', '0.640842080')
('Epoch:', '1157', 'training cost=', '0.642103652')
('Epoch:', '1157', 'test cost=', '0.640831828')
('Epoch:', '1158', 'training cost=', '0.641134793')
('Epoch:', '1158', 'test cost=', '0.640804529')
('Epoch:', '1159', 'training cost=', '0.642212512')
('Epoch:', '1159', 'test cost=', '0.640809178')
('Epoch:', '1160', 'training cost=', '0.641884394')
('Epoch:', '1160', 'test cost=', '0.640812397')
('Epoch:', '1161', 'training cost=', '0.644777174')
('Epoch:', '1161', 'test cost=', '0.640823543')
('Epoch:', '1162', 'training cost=', '0.642251941')
('Epoch:', '1162', 'test cost=', '0.640831470')
('Epoch:', '1163', 'training cost=', '0.641913047')
('Epoch:', '1163', 'test cost=', '0.640815675')
('Epoch:', '1164', 'training cost=', '0.641469830')
('Epoch:', '1164', 'test cost=', '0.640832305')
('Epoch:', '1165', 'training cost=', '0.643922837')
('Epoch:', '1165', 'test cost=', '0.640839756')
('Epoch:', '1166', 'training cost=', '0.642520573')
('Epoch:', '1166', 'test cost=', '0.640820384')
('Epoch:', '1167', 'training cost=', '0.642054201')
('Epoch:', '1167', 'test cost=', '0.640819848')
('Epoch:', '1168', 'training cost=', '0.642561244')
('Epoch:', '1168', 'test cost=', '0.640820146')
('Epoch:', '1169', 'training cost=', '0.641394814')
('Epoch:', '1169', 'test cost=', '0.640811205')
('Epoch:', '1170', 'training cost=', '0.641642129')
('Epoch:', '1170', 'test cost=', '0.640814602')
('Epoch:', '1171', 'training cost=', '0.641124648')
('Epoch:', '1171', 'test cost=', '0.640803814')
('Epoch:', '1172', 'training cost=', '0.640389985')
('Epoch:', '1172', 'test cost=', '0.640796304')
('Epoch:', '1173', 'training cost=', '0.642328256')
('Epoch:', '1173', 'test cost=', '0.640793383')
('Epoch:', '1174', 'training cost=', '0.640398619')
('Epoch:', '1174', 'test cost=', '0.640779674')
('Epoch:', '1175', 'training cost=', '0.642979401')
('Epoch:', '1175', 'test cost=', '0.640824199')
('Epoch:', '1176', 'training cost=', '0.641458344')
('Epoch:', '1176', 'test cost=', '0.640798032')
('Epoch:', '1177', 'training cost=', '0.642419259')
('Epoch:', '1177', 'test cost=', '0.640809178')
('Epoch:', '1178', 'training cost=', '0.643106679')
('Epoch:', '1178', 'test cost=', '0.640831530')
('Epoch:', '1179', 'training cost=', '0.642834187')
('Epoch:', '1179', 'test cost=', '0.640803516')
('Epoch:', '1180', 'training cost=', '0.642207448')
('Epoch:', '1180', 'test cost=', '0.640799344')
('Epoch:', '1181', 'training cost=', '0.641991949')
('Epoch:', '1181', 'test cost=', '0.640829027')
('Epoch:', '1182', 'training cost=', '0.639924099')
('Epoch:', '1182', 'test cost=', '0.640784860')
('Epoch:', '1183', 'training cost=', '0.642789217')
('Epoch:', '1183', 'test cost=', '0.640794933')
('Epoch:', '1184', 'training cost=', '0.642549981')
('Epoch:', '1184', 'test cost=', '0.640823066')
('Epoch:', '1185', 'training cost=', '0.641589578')
('Epoch:', '1185', 'test cost=', '0.640801132')
('Epoch:', '1186', 'training cost=', '0.641991811')
('Epoch:', '1186', 'test cost=', '0.640816569')
('Epoch:', '1187', 'training cost=', '0.642227783')
('Epoch:', '1187', 'test cost=', '0.640810668')
('Epoch:', '1188', 'training cost=', '0.640993318')
('Epoch:', '1188', 'test cost=', '0.640776157')
('Epoch:', '1189', 'training cost=', '0.643413775')
('Epoch:', '1189', 'test cost=', '0.640800178')
('Epoch:', '1190', 'training cost=', '0.642145896')
('Epoch:', '1190', 'test cost=', '0.640818596')
('Epoch:', '1191', 'training cost=', '0.641103406')
('Epoch:', '1191', 'test cost=', '0.640784383')
('Epoch:', '1192', 'training cost=', '0.640450741')
('Epoch:', '1192', 'test cost=', '0.640832067')
('Epoch:', '1193', 'training cost=', '0.641428769')
('Epoch:', '1193', 'test cost=', '0.640810549')
('Epoch:', '1194', 'training cost=', '0.642325043')
('Epoch:', '1194', 'test cost=', '0.640790761')
('Epoch:', '1195', 'training cost=', '0.641440935')
('Epoch:', '1195', 'test cost=', '0.640812576')
('Epoch:', '1196', 'training cost=', '0.640933688')
('Epoch:', '1196', 'test cost=', '0.640807033')
('Epoch:', '1197', 'training cost=', '0.639544805')
('Epoch:', '1197', 'test cost=', '0.640777290')
('Epoch:', '1198', 'training cost=', '0.644013877')
('Epoch:', '1198', 'test cost=', '0.640803277')
('Epoch:', '1199', 'training cost=', '0.641972200')
('Epoch:', '1199', 'test cost=', '0.640803933')
('Epoch:', '1200', 'training cost=', '0.642613274')
('Epoch:', '1200', 'test cost=', '0.640824556')
('Epoch:', '1201', 'training cost=', '0.642238060')
('Epoch:', '1201', 'test cost=', '0.640834987')
('Epoch:', '1202', 'training cost=', '0.640498031')
('Epoch:', '1202', 'test cost=', '0.640807867')
('Epoch:', '1203', 'training cost=', '0.643034703')
('Epoch:', '1203', 'test cost=', '0.640827119')
('Epoch:', '1204', 'training cost=', '0.643419626')
('Epoch:', '1204', 'test cost=', '0.640809536')
('Epoch:', '1205', 'training cost=', '0.641634340')
('Epoch:', '1205', 'test cost=', '0.640779674')
('Epoch:', '1206', 'training cost=', '0.642690738')
('Epoch:', '1206', 'test cost=', '0.640788376')
('Epoch:', '1207', 'training cost=', '0.641985098')
('Epoch:', '1207', 'test cost=', '0.640790224')
('Epoch:', '1208', 'training cost=', '0.640914819')
('Epoch:', '1208', 'test cost=', '0.640822828')
('Epoch:', '1209', 'training cost=', '0.642963107')
('Epoch:', '1209', 'test cost=', '0.640839458')
('Epoch:', '1210', 'training cost=', '0.641037431')
('Epoch:', '1210', 'test cost=', '0.640808523')
('Epoch:', '1211', 'training cost=', '0.643843383')
('Epoch:', '1211', 'test cost=', '0.640844703')
('Epoch:', '1212', 'training cost=', '0.641858071')
('Epoch:', '1212', 'test cost=', '0.640818179')
('Epoch:', '1213', 'training cost=', '0.641292778')
('Epoch:', '1213', 'test cost=', '0.640820146')
('Epoch:', '1214', 'training cost=', '0.643087781')
('Epoch:', '1214', 'test cost=', '0.640830636')
('Epoch:', '1215', 'training cost=', '0.642432805')
('Epoch:', '1215', 'test cost=', '0.640788198')
('Epoch:', '1216', 'training cost=', '0.640604395')
('Epoch:', '1216', 'test cost=', '0.640774190')
('Epoch:', '1217', 'training cost=', '0.640072708')
('Epoch:', '1217', 'test cost=', '0.640826285')
('Epoch:', '1218', 'training cost=', '0.643382683')
('Epoch:', '1218', 'test cost=', '0.640798628')
('Epoch:', '1219', 'training cost=', '0.640198023')
('Epoch:', '1219', 'test cost=', '0.640802324')
('Epoch:', '1220', 'training cost=', '0.643336249')
('Epoch:', '1220', 'test cost=', '0.640833676')
('Epoch:', '1221', 'training cost=', '0.642902184')
('Epoch:', '1221', 'test cost=', '0.640781879')
('Epoch:', '1222', 'training cost=', '0.641271460')
('Epoch:', '1222', 'test cost=', '0.640810668')
('Epoch:', '1223', 'training cost=', '0.643683511')
('Epoch:', '1223', 'test cost=', '0.640856862')
('Epoch:', '1224', 'training cost=', '0.644165074')
('Epoch:', '1224', 'test cost=', '0.640841305')
('Epoch:', '1225', 'training cost=', '0.641277336')
('Epoch:', '1225', 'test cost=', '0.640790105')
('Epoch:', '1226', 'training cost=', '0.642415004')
('Epoch:', '1226', 'test cost=', '0.640801668')
('Epoch:', '1227', 'training cost=', '0.642451590')
('Epoch:', '1227', 'test cost=', '0.640805483')
