Job launching after 0.10 seconds in submission.
Running python job.
Changed into dir /home/ec2-user/HiggsBosonML/source_code
Importing hyper_opt.py
Running hyper_opt.main()
WARNING:tensorflow:From /home/ec2-user/HiggsBosonML/source_code/hyper_opt.py:143: initialize_all_variables (from tensorflow.python.ops.variables) is deprecated and will be removed after 2017-03-02.
Instructions for updating:
Use `tf.global_variables_initializer` instead.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
{u'units_per_layer': array([50]), u'n_hidden_layers': array([2]), u'learning_rate': array([ 1.]), u'beta': array([ 0.1])}
('Epoch:', '1010', 'training cost=', '0.654407900')
('Epoch:', '1010', 'test cost=', '0.657890439')
('Epoch:', '1011', 'training cost=', '0.655294945')
('Epoch:', '1011', 'test cost=', '0.644847214')
('Epoch:', '1012', 'training cost=', '0.656309700')
('Epoch:', '1012', 'test cost=', '0.647489727')
('Epoch:', '1013', 'training cost=', '0.657831945')
('Epoch:', '1013', 'test cost=', '0.651010394')
('Epoch:', '1014', 'training cost=', '0.656031299')
('Epoch:', '1014', 'test cost=', '0.669184744')
('Epoch:', '1015', 'training cost=', '0.657013741')
('Epoch:', '1015', 'test cost=', '0.642731726')
('Epoch:', '1016', 'training cost=', '0.658239220')
('Epoch:', '1016', 'test cost=', '0.667165220')
('Epoch:', '1017', 'training cost=', '0.656246941')
('Epoch:', '1017', 'test cost=', '0.647176325')
('Epoch:', '1018', 'training cost=', '0.655175851')
('Epoch:', '1018', 'test cost=', '0.642861545')
('Epoch:', '1019', 'training cost=', '0.659299142')
('Epoch:', '1019', 'test cost=', '0.641053975')
('Epoch:', '1020', 'training cost=', '0.658422169')
('Epoch:', '1020', 'test cost=', '0.716917396')
('Epoch:', '1021', 'training cost=', '0.660690279')
('Epoch:', '1021', 'test cost=', '0.641036451')
('Epoch:', '1022', 'training cost=', '0.654722600')
('Epoch:', '1022', 'test cost=', '0.641533375')
('Epoch:', '1023', 'training cost=', '0.655910546')
('Epoch:', '1023', 'test cost=', '0.640826166')
('Epoch:', '1024', 'training cost=', '0.657067420')
('Epoch:', '1024', 'test cost=', '0.668328166')
('Epoch:', '1025', 'training cost=', '0.658395887')
('Epoch:', '1025', 'test cost=', '0.641514719')
('Epoch:', '1026', 'training cost=', '0.657499362')
('Epoch:', '1026', 'test cost=', '0.672343433')
('Epoch:', '1027', 'training cost=', '0.661278932')
('Epoch:', '1027', 'test cost=', '0.654540241')
('Epoch:', '1028', 'training cost=', '0.659513963')
('Epoch:', '1028', 'test cost=', '0.642213881')
('Epoch:', '1029', 'training cost=', '0.654878230')
('Epoch:', '1029', 'test cost=', '0.657968640')
('Epoch:', '1030', 'training cost=', '0.656040972')
('Epoch:', '1030', 'test cost=', '0.643616438')
('Epoch:', '1031', 'training cost=', '0.654036446')
('Epoch:', '1031', 'test cost=', '0.646439552')
('Epoch:', '1032', 'training cost=', '0.661743835')
('Epoch:', '1032', 'test cost=', '0.641093254')
('Epoch:', '1033', 'training cost=', '0.654635803')
('Epoch:', '1033', 'test cost=', '0.646001816')
('Epoch:', '1034', 'training cost=', '0.656246083')
('Epoch:', '1034', 'test cost=', '0.644019663')
('Epoch:', '1035', 'training cost=', '0.656996175')
('Epoch:', '1035', 'test cost=', '0.644488573')
('Epoch:', '1036', 'training cost=', '0.653147731')
('Epoch:', '1036', 'test cost=', '0.661226273')
('Epoch:', '1037', 'training cost=', '0.659346362')
('Epoch:', '1037', 'test cost=', '0.753727853')
('Epoch:', '1038', 'training cost=', '0.658877030')
('Epoch:', '1038', 'test cost=', '0.656776071')
('Epoch:', '1039', 'training cost=', '0.657681857')
('Epoch:', '1039', 'test cost=', '0.659422755')
('Epoch:', '1040', 'training cost=', '0.655135941')
('Epoch:', '1040', 'test cost=', '0.655348718')
('Epoch:', '1041', 'training cost=', '0.658307589')
('Epoch:', '1041', 'test cost=', '0.672838032')
('Epoch:', '1042', 'training cost=', '0.651225462')
('Epoch:', '1042', 'test cost=', '0.672028363')
('Epoch:', '1043', 'training cost=', '0.656817729')
('Epoch:', '1043', 'test cost=', '0.646837592')
('Epoch:', '1044', 'training cost=', '0.657680330')
('Epoch:', '1044', 'test cost=', '0.644751728')
('Epoch:', '1045', 'training cost=', '0.655724130')
('Epoch:', '1045', 'test cost=', '0.656607926')
('Epoch:', '1046', 'training cost=', '0.654357163')
('Epoch:', '1046', 'test cost=', '0.661723852')
('Epoch:', '1047', 'training cost=', '0.657869214')
('Epoch:', '1047', 'test cost=', '0.713368058')
('Epoch:', '1048', 'training cost=', '0.652858063')
('Epoch:', '1048', 'test cost=', '0.646198034')
('Epoch:', '1049', 'training cost=', '0.662369812')
('Epoch:', '1049', 'test cost=', '0.677705884')
('Epoch:', '1050', 'training cost=', '0.655530812')
('Epoch:', '1050', 'test cost=', '0.667775273')
('Epoch:', '1051', 'training cost=', '0.655093334')
('Epoch:', '1051', 'test cost=', '0.684986353')
('Epoch:', '1052', 'training cost=', '0.657249514')
('Epoch:', '1052', 'test cost=', '0.661362112')
('Epoch:', '1053', 'training cost=', '0.657725305')
('Epoch:', '1053', 'test cost=', '0.646154344')
('Epoch:', '1054', 'training cost=', '0.657133473')
('Epoch:', '1054', 'test cost=', '0.646268904')
('Epoch:', '1055', 'training cost=', '0.658624869')
('Epoch:', '1055', 'test cost=', '0.647468925')
('Epoch:', '1056', 'training cost=', '0.656576956')
('Epoch:', '1056', 'test cost=', '0.640788257')
('Epoch:', '1057', 'training cost=', '0.656227927')
('Epoch:', '1057', 'test cost=', '0.660417557')
('Epoch:', '1058', 'training cost=', '0.653157853')
('Epoch:', '1058', 'test cost=', '0.642947137')
('Epoch:', '1059', 'training cost=', '0.657708128')
('Epoch:', '1059', 'test cost=', '0.647740483')
('Epoch:', '1060', 'training cost=', '0.657463355')
('Epoch:', '1060', 'test cost=', '0.727269411')
('Epoch:', '1061', 'training cost=', '0.656838380')
('Epoch:', '1061', 'test cost=', '0.648789287')
('Epoch:', '1062', 'training cost=', '0.657778520')
('Epoch:', '1062', 'test cost=', '0.667949796')
('Epoch:', '1063', 'training cost=', '0.657812615')
('Epoch:', '1063', 'test cost=', '0.646205306')
('Epoch:', '1064', 'training cost=', '0.658219745')
('Epoch:', '1064', 'test cost=', '0.663785875')
('Epoch:', '1065', 'training cost=', '0.655176526')
('Epoch:', '1065', 'test cost=', '0.642619133')
('Epoch:', '1066', 'training cost=', '0.658904808')
('Epoch:', '1066', 'test cost=', '0.641875744')
('Epoch:', '1067', 'training cost=', '0.656092473')
('Epoch:', '1067', 'test cost=', '0.670756578')
('Epoch:', '1068', 'training cost=', '0.657403439')
('Epoch:', '1068', 'test cost=', '0.646835566')
('Epoch:', '1069', 'training cost=', '0.658587424')
('Epoch:', '1069', 'test cost=', '0.645834088')
('Epoch:', '1070', 'training cost=', '0.653726999')
('Epoch:', '1070', 'test cost=', '0.656779408')
('Epoch:', '1071', 'training cost=', '0.654390589')
('Epoch:', '1071', 'test cost=', '0.645892799')
('Epoch:', '1072', 'training cost=', '0.658166401')
('Epoch:', '1072', 'test cost=', '0.641855180')
('Epoch:', '1073', 'training cost=', '0.656129424')
('Epoch:', '1073', 'test cost=', '0.640844882')
('Epoch:', '1074', 'training cost=', '0.655047027')
('Epoch:', '1074', 'test cost=', '0.640787721')
('Epoch:', '1075', 'training cost=', '0.657390369')
('Epoch:', '1075', 'test cost=', '0.672712862')
('Epoch:', '1076', 'training cost=', '0.656022706')
('Epoch:', '1076', 'test cost=', '0.643127501')
('Epoch:', '1077', 'training cost=', '0.658361505')
('Epoch:', '1077', 'test cost=', '0.642731845')
('Epoch:', '1078', 'training cost=', '0.657117500')
('Epoch:', '1078', 'test cost=', '0.685786903')
('Epoch:', '1079', 'training cost=', '0.656844787')
('Epoch:', '1079', 'test cost=', '0.641683877')
('Epoch:', '1080', 'training cost=', '0.655748289')
('Epoch:', '1080', 'test cost=', '0.641941428')
('Epoch:', '1081', 'training cost=', '0.658084504')
('Epoch:', '1081', 'test cost=', '0.673199296')
('Epoch:', '1082', 'training cost=', '0.656898348')
('Epoch:', '1082', 'test cost=', '0.688797534')
('Epoch:', '1083', 'training cost=', '0.656019652')
('Epoch:', '1083', 'test cost=', '0.641179264')
('Epoch:', '1084', 'training cost=', '0.656133043')
('Epoch:', '1084', 'test cost=', '0.650147617')
('Epoch:', '1085', 'training cost=', '0.658664803')
('Epoch:', '1085', 'test cost=', '0.650993168')
('Epoch:', '1086', 'training cost=', '0.656998139')
('Epoch:', '1086', 'test cost=', '0.655577540')
('Epoch:', '1087', 'training cost=', '0.657885803')
('Epoch:', '1087', 'test cost=', '0.646773994')
('Epoch:', '1088', 'training cost=', '0.655192696')
('Epoch:', '1088', 'test cost=', '0.670280099')
('Epoch:', '1089', 'training cost=', '0.654594732')
('Epoch:', '1089', 'test cost=', '0.646247089')
('Epoch:', '1090', 'training cost=', '0.656482694')
('Epoch:', '1090', 'test cost=', '0.651425779')
('Epoch:', '1091', 'training cost=', '0.656916014')
('Epoch:', '1091', 'test cost=', '0.640822649')
('Epoch:', '1092', 'training cost=', '0.656373858')
('Epoch:', '1092', 'test cost=', '0.640883803')
('Epoch:', '1093', 'training cost=', '0.654418417')
('Epoch:', '1093', 'test cost=', '0.645735860')
('Epoch:', '1094', 'training cost=', '0.657985767')
('Epoch:', '1094', 'test cost=', '0.647025347')
('Epoch:', '1095', 'training cost=', '0.653520121')
('Epoch:', '1095', 'test cost=', '0.667344213')
('Epoch:', '1096', 'training cost=', '0.656355171')
('Epoch:', '1096', 'test cost=', '0.667709827')
('Epoch:', '1097', 'training cost=', '0.685055570')
('Epoch:', '1097', 'test cost=', '0.642179906')
('Epoch:', '1098', 'training cost=', '0.656765723')
('Epoch:', '1098', 'test cost=', '0.641097069')
('Epoch:', '1099', 'training cost=', '0.656076161')
('Epoch:', '1099', 'test cost=', '0.669631839')
('Epoch:', '1100', 'training cost=', '0.657128080')
('Epoch:', '1100', 'test cost=', '0.650800526')
('Epoch:', '1101', 'training cost=', '0.658025685')
('Epoch:', '1101', 'test cost=', '0.640970349')
('Epoch:', '1102', 'training cost=', '0.657048203')
('Epoch:', '1102', 'test cost=', '0.640972018')
('Epoch:', '1103', 'training cost=', '0.657877419')
('Epoch:', '1103', 'test cost=', '0.650160909')
('Epoch:', '1104', 'training cost=', '0.658478111')
('Epoch:', '1104', 'test cost=', '0.641445637')
('Epoch:', '1105', 'training cost=', '0.654833194')
('Epoch:', '1105', 'test cost=', '0.687676668')
('Epoch:', '1106', 'training cost=', '0.653961223')
('Epoch:', '1106', 'test cost=', '0.660385072')
('Epoch:', '1107', 'training cost=', '0.659244885')
('Epoch:', '1107', 'test cost=', '0.640802324')
('Epoch:', '1108', 'training cost=', '0.655397483')
('Epoch:', '1108', 'test cost=', '0.666490078')
('Epoch:', '1109', 'training cost=', '0.654608592')
('Epoch:', '1109', 'test cost=', '0.640874386')
('Epoch:', '1110', 'training cost=', '0.658930841')
('Epoch:', '1110', 'test cost=', '0.661947966')
('Epoch:', '1111', 'training cost=', '0.655961466')
('Epoch:', '1111', 'test cost=', '0.704734683')
('Epoch:', '1112', 'training cost=', '0.655254877')
('Epoch:', '1112', 'test cost=', '0.645759404')
('Epoch:', '1113', 'training cost=', '0.653488649')
('Epoch:', '1113', 'test cost=', '0.655644119')
('Epoch:', '1114', 'training cost=', '0.657774215')
('Epoch:', '1114', 'test cost=', '0.644837379')
('Epoch:', '1115', 'training cost=', '0.654848521')
('Epoch:', '1115', 'test cost=', '0.682014048')
('Epoch:', '1116', 'training cost=', '0.657915498')
('Epoch:', '1116', 'test cost=', '0.641302645')
('Epoch:', '1117', 'training cost=', '0.656288583')
('Epoch:', '1117', 'test cost=', '0.640892863')
('Epoch:', '1118', 'training cost=', '0.655190215')
('Epoch:', '1118', 'test cost=', '0.661805332')
('Epoch:', '1119', 'training cost=', '0.653574487')
('Epoch:', '1119', 'test cost=', '0.672786415')
('Epoch:', '1120', 'training cost=', '0.659609596')
('Epoch:', '1120', 'test cost=', '0.698543251')
('Epoch:', '1121', 'training cost=', '0.654199822')
('Epoch:', '1121', 'test cost=', '0.641185582')
('Epoch:', '1122', 'training cost=', '0.657287924')
('Epoch:', '1122', 'test cost=', '0.656904399')
('Epoch:', '1123', 'training cost=', '0.655566138')
('Epoch:', '1123', 'test cost=', '0.642579675')
('Epoch:', '1124', 'training cost=', '0.656472779')
('Epoch:', '1124', 'test cost=', '0.664408863')
('Epoch:', '1125', 'training cost=', '0.653541703')
('Epoch:', '1125', 'test cost=', '0.709058404')
('Epoch:', '1126', 'training cost=', '0.655850944')
('Epoch:', '1126', 'test cost=', '0.649193645')
('Epoch:', '1127', 'training cost=', '0.654808218')
('Epoch:', '1127', 'test cost=', '0.642118275')
('Epoch:', '1128', 'training cost=', '0.657441454')
('Epoch:', '1128', 'test cost=', '0.654413104')
('Epoch:', '1129', 'training cost=', '0.655432026')
('Epoch:', '1129', 'test cost=', '0.661679804')
('Epoch:', '1130', 'training cost=', '0.657298664')
('Epoch:', '1130', 'test cost=', '0.644842505')
('Epoch:', '1131', 'training cost=', '0.653170063')
('Epoch:', '1131', 'test cost=', '0.687269151')
('Epoch:', '1132', 'training cost=', '0.658788111')
('Epoch:', '1132', 'test cost=', '0.764342368')
('Epoch:', '1133', 'training cost=', '0.656844196')
('Epoch:', '1133', 'test cost=', '0.650870681')
('Epoch:', '1134', 'training cost=', '0.657420481')
('Epoch:', '1134', 'test cost=', '0.643657446')
('Epoch:', '1135', 'training cost=', '0.655957564')
('Epoch:', '1135', 'test cost=', '0.659291923')
('Epoch:', '1136', 'training cost=', '0.662101050')
('Epoch:', '1136', 'test cost=', '0.644894183')
('Epoch:', '1137', 'training cost=', '0.655918596')
('Epoch:', '1137', 'test cost=', '0.649267018')
('Epoch:', '1138', 'training cost=', '0.654181799')
('Epoch:', '1138', 'test cost=', '0.654926181')
('Epoch:', '1139', 'training cost=', '0.657087354')
('Epoch:', '1139', 'test cost=', '0.648720741')
('Epoch:', '1140', 'training cost=', '0.655633046')
('Epoch:', '1140', 'test cost=', '0.643004954')
('Epoch:', '1141', 'training cost=', '0.658596499')
('Epoch:', '1141', 'test cost=', '0.647326052')
('Epoch:', '1142', 'training cost=', '0.654833937')
('Epoch:', '1142', 'test cost=', '0.649549901')
('Epoch:', '1143', 'training cost=', '0.655590447')
('Epoch:', '1143', 'test cost=', '0.649388313')
('Epoch:', '1144', 'training cost=', '0.656183968')
('Epoch:', '1144', 'test cost=', '0.643227935')
('Epoch:', '1145', 'training cost=', '0.659506758')
('Epoch:', '1145', 'test cost=', '0.650869071')
('Epoch:', '1146', 'training cost=', '0.657152344')
('Epoch:', '1146', 'test cost=', '0.646710038')
('Epoch:', '1147', 'training cost=', '0.654859257')
('Epoch:', '1147', 'test cost=', '0.670660317')
('Epoch:', '1148', 'training cost=', '0.655454852')
('Epoch:', '1148', 'test cost=', '0.664190829')
('Epoch:', '1149', 'training cost=', '0.657176750')
('Epoch:', '1149', 'test cost=', '0.663485527')
('Epoch:', '1150', 'training cost=', '0.657691983')
('Epoch:', '1150', 'test cost=', '0.641262770')
('Epoch:', '1151', 'training cost=', '0.657555740')
('Epoch:', '1151', 'test cost=', '0.672112465')
('Epoch:', '1152', 'training cost=', '0.655427329')
('Epoch:', '1152', 'test cost=', '0.647013426')
('Epoch:', '1153', 'training cost=', '0.657723049')
('Epoch:', '1153', 'test cost=', '0.672341108')
('Epoch:', '1154', 'training cost=', '0.656477026')
('Epoch:', '1154', 'test cost=', '0.684974611')
('Epoch:', '1155', 'training cost=', '0.658207568')
('Epoch:', '1155', 'test cost=', '0.643664062')
('Epoch:', '1156', 'training cost=', '0.655834452')
('Epoch:', '1156', 'test cost=', '0.654262960')
('Epoch:', '1157', 'training cost=', '0.656060000')
('Epoch:', '1157', 'test cost=', '0.644518852')
('Epoch:', '1158', 'training cost=', '0.657262479')
('Epoch:', '1158', 'test cost=', '0.700840533')
('Epoch:', '1159', 'training cost=', '0.653479140')
('Epoch:', '1159', 'test cost=', '0.642544210')
('Epoch:', '1160', 'training cost=', '0.654832579')
('Epoch:', '1160', 'test cost=', '0.640924692')
('Epoch:', '1161', 'training cost=', '0.658272227')
('Epoch:', '1161', 'test cost=', '0.640931070')
('Epoch:', '1162', 'training cost=', '0.655150028')
('Epoch:', '1162', 'test cost=', '0.645391881')
('Epoch:', '1163', 'training cost=', '0.652042568')
('Epoch:', '1163', 'test cost=', '0.661420941')
('Epoch:', '1164', 'training cost=', '0.653580839')
('Epoch:', '1164', 'test cost=', '0.642199099')
('Epoch:', '1165', 'training cost=', '0.659795218')
('Epoch:', '1165', 'test cost=', '0.659124494')
('Epoch:', '1166', 'training cost=', '0.656974436')
('Epoch:', '1166', 'test cost=', '0.678890824')
('Epoch:', '1167', 'training cost=', '0.656339860')
('Epoch:', '1167', 'test cost=', '0.663149178')
('Epoch:', '1168', 'training cost=', '0.659033493')
('Epoch:', '1168', 'test cost=', '0.646782517')
('Epoch:', '1169', 'training cost=', '0.658395299')
('Epoch:', '1169', 'test cost=', '0.651781261')
('Epoch:', '1170', 'training cost=', '0.656187502')
('Epoch:', '1170', 'test cost=', '0.640812397')
('Epoch:', '1171', 'training cost=', '0.656380223')
('Epoch:', '1171', 'test cost=', '0.659784555')
('Epoch:', '1172', 'training cost=', '0.657620450')
('Epoch:', '1172', 'test cost=', '0.669850349')
('Epoch:', '1173', 'training cost=', '0.659165605')
('Epoch:', '1173', 'test cost=', '0.676476121')
('Epoch:', '1174', 'training cost=', '0.655665734')
('Epoch:', '1174', 'test cost=', '0.642726064')
('Epoch:', '1175', 'training cost=', '0.652110898')
('Epoch:', '1175', 'test cost=', '0.712760687')
('Epoch:', '1176', 'training cost=', '0.657907797')
('Epoch:', '1176', 'test cost=', '0.655960619')
('Epoch:', '1177', 'training cost=', '0.656458671')
('Epoch:', '1177', 'test cost=', '0.641765893')
('Epoch:', '1178', 'training cost=', '0.655751719')
('Epoch:', '1178', 'test cost=', '0.651547194')
('Epoch:', '1179', 'training cost=', '0.655294901')
('Epoch:', '1179', 'test cost=', '0.662031174')
('Epoch:', '1180', 'training cost=', '0.656335666')
('Epoch:', '1180', 'test cost=', '0.711390555')
('Epoch:', '1181', 'training cost=', '0.651355284')
('Epoch:', '1181', 'test cost=', '0.670678496')
('Epoch:', '1182', 'training cost=', '0.655928912')
('Epoch:', '1182', 'test cost=', '0.642011642')
('Epoch:', '1183', 'training cost=', '0.655869400')
('Epoch:', '1183', 'test cost=', '0.653545678')
('Epoch:', '1184', 'training cost=', '0.653876973')
('Epoch:', '1184', 'test cost=', '0.641379356')
('Epoch:', '1185', 'training cost=', '0.657391185')
('Epoch:', '1185', 'test cost=', '0.656601071')
('Epoch:', '1186', 'training cost=', '0.656474800')
('Epoch:', '1186', 'test cost=', '0.646316409')
('Epoch:', '1187', 'training cost=', '0.657748718')
('Epoch:', '1187', 'test cost=', '0.646603107')
('Epoch:', '1188', 'training cost=', '0.658298796')
('Epoch:', '1188', 'test cost=', '0.650702357')
('Epoch:', '1189', 'training cost=', '0.657314597')
('Epoch:', '1189', 'test cost=', '0.653702140')
('Epoch:', '1190', 'training cost=', '0.655139368')
('Epoch:', '1190', 'test cost=', '0.662513912')
('Epoch:', '1191', 'training cost=', '0.654982085')
('Epoch:', '1191', 'test cost=', '0.650923133')
('Epoch:', '1192', 'training cost=', '0.654885010')
('Epoch:', '1192', 'test cost=', '0.640905201')
('Epoch:', '1193', 'training cost=', '0.656594828')
('Epoch:', '1193', 'test cost=', '0.662533104')
('Epoch:', '1194', 'training cost=', '0.654870006')
('Epoch:', '1194', 'test cost=', '0.657044649')
('Epoch:', '1195', 'training cost=', '0.657000447')
('Epoch:', '1195', 'test cost=', '0.641696692')
('Epoch:', '1196', 'training cost=', '0.658951958')
('Epoch:', '1196', 'test cost=', '0.646411240')
('Epoch:', '1197', 'training cost=', '0.653498611')
('Epoch:', '1197', 'test cost=', '0.640791059')
('Epoch:', '1198', 'training cost=', '0.752584403')
('Epoch:', '1198', 'test cost=', '0.645884395')
('Epoch:', '1199', 'training cost=', '0.656054388')
('Epoch:', '1199', 'test cost=', '0.647157729')
('Epoch:', '1200', 'training cost=', '0.655532587')
('Epoch:', '1200', 'test cost=', '0.657694221')
('Epoch:', '1201', 'training cost=', '0.658695103')
('Epoch:', '1201', 'test cost=', '0.641199231')
('Epoch:', '1202', 'training cost=', '0.659091504')
('Epoch:', '1202', 'test cost=', '0.644620121')
('Epoch:', '1203', 'training cost=', '0.657516144')
('Epoch:', '1203', 'test cost=', '0.645966053')
('Epoch:', '1204', 'training cost=', '0.659734768')
('Epoch:', '1204', 'test cost=', '0.667895198')
('Epoch:', '1205', 'training cost=', '0.654838133')
('Epoch:', '1205', 'test cost=', '0.666836917')
('Epoch:', '1206', 'training cost=', '0.654727311')
('Epoch:', '1206', 'test cost=', '0.641223848')
('Epoch:', '1207', 'training cost=', '0.657505775')
('Epoch:', '1207', 'test cost=', '0.658386886')
('Epoch:', '1208', 'training cost=', '0.658445571')
('Epoch:', '1208', 'test cost=', '0.649463356')
('Epoch:', '1209', 'training cost=', '0.655741154')
('Epoch:', '1209', 'test cost=', '0.644116998')
('Epoch:', '1210', 'training cost=', '0.653968181')
('Epoch:', '1210', 'test cost=', '0.646667480')
('Epoch:', '1211', 'training cost=', '0.661199441')
('Epoch:', '1211', 'test cost=', '0.647779465')
('Epoch:', '1212', 'training cost=', '0.656204577')
('Epoch:', '1212', 'test cost=', '0.641634405')
('Epoch:', '1213', 'training cost=', '0.655774362')
('Epoch:', '1213', 'test cost=', '0.641350865')
('Epoch:', '1214', 'training cost=', '0.655787093')
('Epoch:', '1214', 'test cost=', '0.640859187')
('Epoch:', '1215', 'training cost=', '0.657838055')
('Epoch:', '1215', 'test cost=', '0.647812128')
('Epoch:', '1216', 'training cost=', '0.659032585')
('Epoch:', '1216', 'test cost=', '0.648378491')
('Epoch:', '1217', 'training cost=', '0.656786948')
('Epoch:', '1217', 'test cost=', '0.644960463')
('Epoch:', '1218', 'training cost=', '0.652140013')
('Epoch:', '1218', 'test cost=', '0.654413581')
('Epoch:', '1219', 'training cost=', '0.658023506')
('Epoch:', '1219', 'test cost=', '0.641347468')
('Epoch:', '1220', 'training cost=', '0.658065487')
('Epoch:', '1220', 'test cost=', '0.641441882')
('Epoch:', '1221', 'training cost=', '0.653956366')
('Epoch:', '1221', 'test cost=', '0.667823613')
('Epoch:', '1222', 'training cost=', '0.656984977')
('Epoch:', '1222', 'test cost=', '0.648579180')
('Epoch:', '1223', 'training cost=', '0.656226597')
('Epoch:', '1223', 'test cost=', '0.644125462')
('Epoch:', '1224', 'training cost=', '0.654814199')
('Epoch:', '1224', 'test cost=', '0.642789006')
('Epoch:', '1225', 'training cost=', '0.657108862')
('Epoch:', '1225', 'test cost=', '0.665935159')
('Epoch:', '1226', 'training cost=', '0.657772675')
('Epoch:', '1226', 'test cost=', '0.645011544')
('Epoch:', '1227', 'training cost=', '0.653602435')
('Epoch:', '1227', 'test cost=', '0.642126143')
('Epoch:', '1228', 'training cost=', '0.657970921')
('Epoch:', '1228', 'test cost=', '0.661282897')
('Epoch:', '1229', 'training cost=', '0.653670614')
('Epoch:', '1229', 'test cost=', '0.641645789')
('Epoch:', '1230', 'training cost=', '0.658890065')
('Epoch:', '1230', 'test cost=', '0.670065165')
('Epoch:', '1231', 'training cost=', '0.651676001')
('Epoch:', '1231', 'test cost=', '0.646948755')
('Epoch:', '1232', 'training cost=', '0.657279340')
('Epoch:', '1232', 'test cost=', '0.649870932')
('Epoch:', '1233', 'training cost=', '0.662286001')
('Epoch:', '1233', 'test cost=', '0.643938899')
('Epoch:', '1234', 'training cost=', '0.660530673')
('Epoch:', '1234', 'test cost=', '0.669342458')
('Epoch:', '1235', 'training cost=', '0.656276338')
('Epoch:', '1235', 'test cost=', '0.641042113')
('Epoch:', '1236', 'training cost=', '0.655223794')
('Epoch:', '1236', 'test cost=', '0.648235977')
('Epoch:', '1237', 'training cost=', '0.658365539')
('Epoch:', '1237', 'test cost=', '0.640915990')
('Epoch:', '1238', 'training cost=', '0.655525261')
('Epoch:', '1238', 'test cost=', '0.655252814')
('Epoch:', '1239', 'training cost=', '0.654405808')
('Epoch:', '1239', 'test cost=', '0.643727839')
('Epoch:', '1240', 'training cost=', '0.660551684')
('Epoch:', '1240', 'test cost=', '0.674773514')
('Epoch:', '1241', 'training cost=', '0.657574856')
('Epoch:', '1241', 'test cost=', '0.644584298')
('Epoch:', '1242', 'training cost=', '0.656889498')
('Epoch:', '1242', 'test cost=', '0.642162919')
('Epoch:', '1243', 'training cost=', '0.654785767')
('Epoch:', '1243', 'test cost=', '0.641040921')
('Epoch:', '1244', 'training cost=', '0.660359616')
('Epoch:', '1244', 'test cost=', '0.779268384')
('Epoch:', '1245', 'training cost=', '0.660413885')
('Epoch:', '1245', 'test cost=', '0.651405931')
('Epoch:', '1246', 'training cost=', '0.657056261')
('Epoch:', '1246', 'test cost=', '0.641002834')
('Epoch:', '1247', 'training cost=', '0.657278626')
('Epoch:', '1247', 'test cost=', '0.657572269')
('Epoch:', '1248', 'training cost=', '0.657832412')
('Epoch:', '1248', 'test cost=', '0.642149687')
('Epoch:', '1249', 'training cost=', '0.656327667')
('Epoch:', '1249', 'test cost=', '0.644010663')
('Epoch:', '1250', 'training cost=', '0.656888345')
('Epoch:', '1250', 'test cost=', '0.649700701')
('Epoch:', '1251', 'training cost=', '0.657142383')
('Epoch:', '1251', 'test cost=', '0.640851319')
('Epoch:', '1252', 'training cost=', '0.654421899')
('Epoch:', '1252', 'test cost=', '0.647428989')
('Epoch:', '1253', 'training cost=', '0.656314267')
('Epoch:', '1253', 'test cost=', '0.642768860')
('Epoch:', '1254', 'training cost=', '0.657314703')
('Epoch:', '1254', 'test cost=', '0.652189434')
('Epoch:', '1255', 'training cost=', '0.658028904')
('Epoch:', '1255', 'test cost=', '0.648058891')
('Epoch:', '1256', 'training cost=', '0.654531510')
('Epoch:', '1256', 'test cost=', '0.677428126')
('Epoch:', '1257', 'training cost=', '0.660509697')
('Epoch:', '1257', 'test cost=', '0.662284374')
('Epoch:', '1258', 'training cost=', '0.656519368')
('Epoch:', '1258', 'test cost=', '0.640861690')
('Epoch:', '1259', 'training cost=', '0.654975943')
('Epoch:', '1259', 'test cost=', '0.642494261')
('Epoch:', '1260', 'training cost=', '0.654961197')
('Epoch:', '1260', 'test cost=', '0.644799650')
('Epoch:', '1261', 'training cost=', '0.657349041')
('Epoch:', '1261', 'test cost=', '0.640971363')
('Epoch:', '1262', 'training cost=', '0.654091972')
('Epoch:', '1262', 'test cost=', '0.652203798')
('Epoch:', '1263', 'training cost=', '0.653225279')
('Epoch:', '1263', 'test cost=', '0.641977727')
('Epoch:', '1264', 'training cost=', '0.654792871')
('Epoch:', '1264', 'test cost=', '0.673565507')
('Epoch:', '1265', 'training cost=', '0.654431029')
('Epoch:', '1265', 'test cost=', '0.666527092')
('Epoch:', '1266', 'training cost=', '0.655380604')
('Epoch:', '1266', 'test cost=', '0.640774906')
